date,state,district,bio_age_5_17,bio_age_17_plus
02-12-2025,Uttar Pradesh,Barabanki,8,53
02-12-2025,Uttar Pradesh,Bareilly,1129,781
02-12-2025,Uttar Pradesh,Basti,594,359
02-12-2025,Uttar Pradesh,Bhadohi,24,19
02-12-2025,Uttar Pradesh,Bijnor,987,645
02-12-2025,Uttar Pradesh,Budaun,674,340
02-12-2025,Uttar Pradesh,Bulandshahar,0,4
02-12-2025,Uttar Pradesh,Bulandshahr,908,343
02-12-2025,Uttar Pradesh,Chandauli,315,217
02-12-2025,Uttar Pradesh,Chitrakoot,311,171
02-12-2025,Uttar Pradesh,Deoria,608,403
02-12-2025,Uttar Pradesh,Etah,405,184
02-12-2025,Uttar Pradesh,Etawah,333,226
02-12-2025,Uttar Pradesh,Faizabad,432,279
02-12-2025,Uttar Pradesh,Farrukhabad,556,219
02-12-2025,Uttar Pradesh,Fatehpur,452,319
02-12-2025,Uttar Pradesh,Firozabad,577,332
02-12-2025,Uttar Pradesh,Gautam Buddha Nagar,287,171
02-12-2025,Uttar Pradesh,Ghaziabad,534,488
02-12-2025,Uttar Pradesh,Ghazipur,587,388
02-12-2025,Uttar Pradesh,Gonda,704,389
02-12-2025,Uttar Pradesh,Gorakhpur,584,583
02-12-2025,Uttar Pradesh,Hamirpur,201,129
02-12-2025,Uttar Pradesh,Hapur,505,195
02-12-2025,Uttar Pradesh,Hardoi,1345,507
02-12-2025,Uttar Pradesh,Hathras,618,177
02-12-2025,Uttar Pradesh,Jalaun,443,276
02-12-2025,Uttar Pradesh,Jaunpur,1036,657
02-12-2025,Uttar Pradesh,Jhansi,677,389
02-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,0,4
02-12-2025,Uttar Pradesh,Kannauj,435,211
02-12-2025,Uttar Pradesh,Kanpur Dehat,490,208
02-12-2025,Uttar Pradesh,Kanpur Nagar,722,672
02-12-2025,Uttar Pradesh,Kasganj,629,342
02-12-2025,Uttar Pradesh,Kaushambi,529,242
02-12-2025,Uttar Pradesh,Kheri,1431,501
02-12-2025,Uttar Pradesh,Kushinagar,1028,589
02-12-2025,Uttar Pradesh,Kushinagar *,2,0
02-12-2025,Uttar Pradesh,Lalitpur,389,249
02-12-2025,Uttar Pradesh,Lucknow,905,640
02-12-2025,Uttar Pradesh,Maharajganj,689,409
02-12-2025,Uttar Pradesh,Mahoba,343,152
02-12-2025,Uttar Pradesh,Mainpuri,433,281
02-12-2025,Uttar Pradesh,Mathura,865,360
02-12-2025,Uttar Pradesh,Mau,369,445
02-12-2025,Uttar Pradesh,Meerut,749,490
02-12-2025,Uttar Pradesh,Mirzapur,622,293
02-12-2025,Uttar Pradesh,Moradabad,734,558
02-12-2025,Uttar Pradesh,Muzaffarnagar,646,547
02-12-2025,Uttar Pradesh,Pilibhit,727,489
02-12-2025,Uttar Pradesh,Pratapgarh,459,386
02-12-2025,Uttar Pradesh,Prayagraj,98,66
02-12-2025,Uttar Pradesh,Rae Bareli,713,413
02-12-2025,Uttar Pradesh,Rampur,627,513
02-12-2025,Uttar Pradesh,Saharanpur,1121,627
02-12-2025,Uttar Pradesh,Sambhal,956,246
02-12-2025,Uttar Pradesh,Sant Kabir Nagar,729,393
02-12-2025,Uttar Pradesh,Sant Ravidas Nagar,297,311
02-12-2025,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,0,6
02-12-2025,Uttar Pradesh,Shahjahanpur,1085,496
02-12-2025,Uttar Pradesh,Shamli,501,534
02-12-2025,Uttar Pradesh,Shrawasti,298,285
02-12-2025,Uttar Pradesh,Siddharthnagar,739,533
02-12-2025,Uttar Pradesh,Sitapur,1631,697
02-12-2025,Uttar Pradesh,Sonbhadra,420,215
02-12-2025,Uttar Pradesh,Sultanpur,591,393
02-12-2025,Uttar Pradesh,Unnao,747,460
02-12-2025,Uttar Pradesh,Varanasi,964,841
02-12-2025,Uttarakhand,Almora,305,197
02-12-2025,Uttarakhand,Bageshwar,142,108
02-12-2025,Uttarakhand,Chamoli,257,86
02-12-2025,Uttarakhand,Champawat,193,86
02-12-2025,Uttarakhand,Dehradun,1092,454
02-12-2025,Uttarakhand,Garhwal,0,6
02-12-2025,Uttarakhand,Hardwar,15,19
02-12-2025,Uttarakhand,Haridwar,3504,645
02-12-2025,Uttarakhand,Nainital,1157,406
02-12-2025,Uttarakhand,Pauri Garhwal,345,156
02-12-2025,Uttarakhand,Pithoragarh,262,103
02-12-2025,Uttarakhand,Rudraprayag,204,100
02-12-2025,Uttarakhand,Tehri Garhwal,703,429
02-12-2025,Uttarakhand,Udham Singh Nagar,3591,806
02-12-2025,Uttarakhand,Uttarkashi,379,125
02-12-2025,West Bangal,Hooghly,0,1
02-12-2025,West Bengal,Alipurduar,36,11
02-12-2025,West Bengal,Bankura,358,336
02-12-2025,West Bengal,Barddhaman,612,690
02-12-2025,West Bengal,Bardhaman,26,108
02-12-2025,West Bengal,Birbhum,357,357
02-12-2025,West Bengal,Cooch Behar,147,109
02-12-2025,West Bengal,Dakshin Dinajpur,138,112
02-12-2025,West Bengal,Darjeeling,114,148
02-12-2025,West Bengal,Darjiling,6,14
02-12-2025,West Bengal,East Midnapore,46,136
02-12-2025,West Bengal,Haora,35,152
02-12-2025,West Bengal,Hooghly,520,608
02-12-2025,West Bengal,Howrah,350,290
02-12-2025,West Bengal,Hugli,4,4
02-12-2025,West Bengal,Jalpaiguri,292,335
02-12-2025,West Bengal,Jhargram,19,6
02-12-2025,West Bengal,Kalimpong,8,5
02-12-2025,West Bengal,Koch Bihar,21,62
02-12-2025,West Bengal,Kolkata,375,515
02-12-2025,West Bengal,MALDA,0,2
02-12-2025,West Bengal,Malda,457,476
02-12-2025,West Bengal,Maldah,51,90
02-12-2025,West Bengal,Murshidabad,862,908
02-12-2025,West Bengal,Nadia,431,539
02-12-2025,West Bengal,North 24 Parganas,1016,1002
02-12-2025,West Bengal,North Dinajpur,1,6
02-12-2025,West Bengal,North Twenty Four Parganas,19,79
02-12-2025,West Bengal,Paschim Bardhaman,44,23
02-12-2025,West Bengal,Paschim Medinipur,554,440
02-12-2025,West Bengal,Purba Bardhaman,87,39
02-12-2025,West Bengal,Purba Medinipur,571,412
02-12-2025,West Bengal,Purulia,11,46
02-12-2025,West Bengal,Puruliya,429,457
02-12-2025,West Bengal,South 24 Parganas,849,814
02-12-2025,West Bengal,South Dinajpur,5,10
02-12-2025,West Bengal,South DumDum(M),0,1
02-12-2025,West Bengal,South Twenty Four Parganas,87,234
02-12-2025,West Bengal,Uttar Dinajpur,271,426
02-12-2025,West Bengal,West Midnapore,38,116
02-12-2025,West Bengal,nadia,0,1
02-12-2025,Westbengal,Hooghly,1,1
02-12-2025,Westbengal,Howrah,0,1
02-12-2025,andhra pradesh,chittoor,1,0
03-09-2025,Andaman & Nicobar Islands,Andamans,3,19
03-09-2025,Andaman & Nicobar Islands,South Andaman,4,10
03-09-2025,Andaman and Nicobar Islands,Nicobar,8,18
03-09-2025,Andaman and Nicobar Islands,North And Middle Andaman,11,18
03-09-2025,Andaman and Nicobar Islands,South Andaman,61,22
03-09-2025,Andhra Pradesh,Adilabad,55,392
03-09-2025,Andhra Pradesh,Alluri Sitharama Raju,43,17
03-09-2025,Andhra Pradesh,Anakapalli,5,10
03-09-2025,Andhra Pradesh,Anantapur,112,271
03-09-2025,Andhra Pradesh,Ananthapur,124,104
03-09-2025,Andhra Pradesh,Ananthapuramu,201,61
03-09-2025,Andhra Pradesh,Annamayya,12,30
03-09-2025,Andhra Pradesh,Bapatla,1,7
03-09-2025,Andhra Pradesh,Chittoor,339,382
03-09-2025,Andhra Pradesh,Cuddapah,239,382
03-09-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,19,24
03-09-2025,Andhra Pradesh,East Godavari,590,627
03-09-2025,Andhra Pradesh,Eluru,27,52
03-09-2025,Andhra Pradesh,Guntur,397,724
03-09-2025,Andhra Pradesh,Hyderabad,149,696
03-09-2025,Andhra Pradesh,K.V.Rangareddy,8,11
03-09-2025,Andhra Pradesh,K.v. Rangareddy,2,1
03-09-2025,Andhra Pradesh,Kakinada,13,24
03-09-2025,Andhra Pradesh,Karim Nagar,0,15
03-09-2025,Andhra Pradesh,Karimnagar,38,225
03-09-2025,Andhra Pradesh,Khammam,107,193
03-09-2025,Andhra Pradesh,Krishna,433,736
03-09-2025,Andhra Pradesh,Kurnool,861,868
03-09-2025,Andhra Pradesh,Mahabub Nagar,12,279
03-09-2025,Andhra Pradesh,Mahabubnagar,0,1
03-09-2025,Andhra Pradesh,Mahbubnagar,18,218
03-09-2025,Andhra Pradesh,Medak,39,266
03-09-2025,Andhra Pradesh,N. T. R,23,64
03-09-2025,Andhra Pradesh,Nalgonda,48,341
03-09-2025,Andhra Pradesh,Nandyal,14,32
03-09-2025,Andhra Pradesh,Nellore,289,459
03-09-2025,Andhra Pradesh,Nizamabad,39,109
03-09-2025,Andhra Pradesh,Palnadu,17,33
03-09-2025,Andhra Pradesh,Parvathipuram Manyam,10,24
03-09-2025,Andhra Pradesh,Prakasam,402,516
03-09-2025,Andhra Pradesh,Rangareddi,93,423
03-09-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,22,27
03-09-2025,Andhra Pradesh,Sri Sathya Sai,16,33
03-09-2025,Andhra Pradesh,Srikakulam,303,484
03-09-2025,Andhra Pradesh,Tirupati,35,23
03-09-2025,Andhra Pradesh,Visakhapatnam,806,650
03-09-2025,Andhra Pradesh,Vizianagaram,209,373
03-09-2025,Andhra Pradesh,Warangal,88,445
03-09-2025,Andhra Pradesh,West Godavari,404,478
03-09-2025,Andhra Pradesh,Y. S. R,28,24
03-09-2025,Arunachal Pradesh,Anjaw,5,2
03-09-2025,Arunachal Pradesh,Changlang,86,45
03-09-2025,Arunachal Pradesh,East Kameng,18,16
03-09-2025,Arunachal Pradesh,East Siang,10,7
03-09-2025,Arunachal Pradesh,Kamle,1,3
03-09-2025,Arunachal Pradesh,Kra Daadi,1,4
03-09-2025,Arunachal Pradesh,Kurung Kumey,18,22
03-09-2025,Arunachal Pradesh,Leparada,1,0
03-09-2025,Arunachal Pradesh,Lohit,5,13
03-09-2025,Arunachal Pradesh,Longding,17,13
03-09-2025,Arunachal Pradesh,Lower Dibang Valley,6,7
03-09-2025,Arunachal Pradesh,Lower Subansiri,29,14
03-09-2025,Arunachal Pradesh,Namsai,6,10
03-09-2025,Arunachal Pradesh,Pakke Kessang,0,1
03-09-2025,Arunachal Pradesh,Papum Pare,71,39
03-09-2025,Arunachal Pradesh,Siang,4,3
03-09-2025,Arunachal Pradesh,Tawang,4,3
03-09-2025,Arunachal Pradesh,Tirap,2,2
03-09-2025,Arunachal Pradesh,Upper Siang,5,5
03-09-2025,Arunachal Pradesh,Upper Subansiri,8,18
03-09-2025,Arunachal Pradesh,West Kameng,51,13
03-09-2025,Arunachal Pradesh,West Siang,25,14
03-09-2025,Assam,Bajali,0,2
03-09-2025,Assam,Baksa,107,31
03-09-2025,Assam,Barpeta,311,120
03-09-2025,Assam,Biswanath,80,17
03-09-2025,Assam,Bongaigaon,120,56
03-09-2025,Assam,Cachar,350,125
03-09-2025,Assam,Charaideo,31,9
03-09-2025,Assam,Chirang,41,23
03-09-2025,Assam,Darrang,62,30
03-09-2025,Assam,Dhemaji,59,17
03-09-2025,Assam,Dhubri,189,61
03-09-2025,Assam,Dibrugarh,162,52
03-09-2025,Assam,Goalpara,57,29
03-09-2025,Assam,Golaghat,68,32
03-09-2025,Assam,Hailakandi,61,25
03-09-2025,Assam,Hojai,193,99
03-09-2025,Assam,Jorhat,35,18
03-09-2025,Assam,Kamrup,213,61
03-09-2025,Assam,Kamrup Metro,72,65
03-09-2025,Assam,Karbi Anglong,94,80
03-09-2025,Assam,Karimganj,122,40
03-09-2025,Assam,Kokrajhar,83,29
03-09-2025,Assam,Lakhimpur,135,54
03-09-2025,Assam,Majuli,14,1
03-09-2025,Assam,Marigaon,66,24
03-09-2025,Assam,Nagaon,154,188
03-09-2025,Assam,Nalbari,124,16
03-09-2025,Assam,North Cachar Hills,11,6
03-09-2025,Assam,Sibsagar,56,13
03-09-2025,Assam,Sonitpur,135,37
03-09-2025,Assam,South Salmara Mankachar,19,2
03-09-2025,Assam,Sribhumi,0,2
03-09-2025,Assam,Tamulpur District,1,1
03-09-2025,Assam,Tinsukia,42,23
03-09-2025,Assam,Udalguri,112,30
03-09-2025,Assam,West Karbi Anglong,7,22
03-09-2025,Bihar,Araria,247,407
03-09-2025,Bihar,Arwal,58,85
03-09-2025,Bihar,Aurangabad,171,186
03-09-2025,Bihar,Aurangabad(bh),1,0
03-09-2025,Bihar,Banka,126,172
03-09-2025,Bihar,Begusarai,329,381
03-09-2025,Bihar,Bhabua,0,1
03-09-2025,Bihar,Bhagalpur,241,323
03-09-2025,Bihar,Bhojpur,156,235
03-09-2025,Bihar,Buxar,124,136
03-09-2025,Bihar,Darbhanga,413,544
03-09-2025,Bihar,East Champaran,432,465
03-09-2025,Bihar,Gaya,268,426
03-09-2025,Bihar,Gopalganj,189,219
03-09-2025,Bihar,Jamui,136,130
03-09-2025,Bihar,Jehanabad,53,62
03-09-2025,Bihar,Kaimur (Bhabua),200,256
03-09-2025,Bihar,Katihar,420,755
03-09-2025,Bihar,Khagaria,168,181
03-09-2025,Bihar,Kishanganj,269,884
03-09-2025,Bihar,Lakhisarai,108,115
03-09-2025,Bihar,Madhepura,237,330
03-09-2025,Bihar,Madhubani,359,426
03-09-2025,Bihar,Monghyr,0,3
03-09-2025,Bihar,Munger,105,142
03-09-2025,Bihar,Muzaffarpur,417,533
03-09-2025,Bihar,Nalanda,154,237
03-09-2025,Bihar,Nawada,125,188
03-09-2025,Bihar,Pashchim Champaran,1,3
03-09-2025,Bihar,Patna,379,459
03-09-2025,Bihar,Purba Champaran,0,1
03-09-2025,Bihar,Purnea,4,44
03-09-2025,Bihar,Purnia,466,683
03-09-2025,Bihar,Rohtas,244,320
03-09-2025,Bihar,Saharsa,203,536
03-09-2025,Bihar,Samastipur,372,429
03-09-2025,Bihar,Saran,252,350
03-09-2025,Bihar,Sheikhpura,111,130
03-09-2025,Bihar,Sheikpura,1,1
03-09-2025,Bihar,Sheohar,59,106
03-09-2025,Bihar,Sitamarhi,291,421
03-09-2025,Bihar,Siwan,273,334
03-09-2025,Bihar,Supaul,174,244
03-09-2025,Bihar,Vaishali,341,471
03-09-2025,Bihar,West Champaran,319,323
03-09-2025,Chandigarh,Chandigarh,85,72
03-09-2025,Chhattisgarh,Balod,43,203
03-09-2025,Chhattisgarh,Baloda Bazar,105,336
03-09-2025,Chhattisgarh,Balrampur,49,153
03-09-2025,Chhattisgarh,Bastar,67,329
03-09-2025,Chhattisgarh,Bemetara,56,273
03-09-2025,Chhattisgarh,Bijapur,21,89
03-09-2025,Chhattisgarh,Bilaspur,155,411
03-09-2025,Chhattisgarh,Dakshin Bastar Dantewada,29,116
03-09-2025,Chhattisgarh,Dantewada,22,75
03-09-2025,Chhattisgarh,Dhamtari,61,284
03-09-2025,Chhattisgarh,Durg,143,506
03-09-2025,Chhattisgarh,Gariyaband,35,169
03-09-2025,Chhattisgarh,Gaurela-pendra-marwahi,0,4
03-09-2025,Chhattisgarh,Janjgir - Champa,0,2
03-09-2025,Chhattisgarh,Janjgir Champa,0,5
03-09-2025,Chhattisgarh,Janjgir-champa,128,443
03-09-2025,Chhattisgarh,Jashpur,43,177
03-09-2025,Chhattisgarh,Kabeerdham,24,53
03-09-2025,Chhattisgarh,Kanker,41,158
03-09-2025,Chhattisgarh,Kawardha,31,96
03-09-2025,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1,7
03-09-2025,Chhattisgarh,Kondagaon,46,126
03-09-2025,Chhattisgarh,Korba,79,306
03-09-2025,Chhattisgarh,Koriya,72,190
03-09-2025,Chhattisgarh,Mahasamund,68,239
03-09-2025,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,3,9
03-09-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,4,17
03-09-2025,Chhattisgarh,Mungeli,58,160
03-09-2025,Chhattisgarh,Narayanpur,35,95
03-09-2025,Chhattisgarh,Raigarh,117,1174
03-09-2025,Chhattisgarh,Raipur,156,564
03-09-2025,Chhattisgarh,Rajnandgaon,168,340
03-09-2025,Chhattisgarh,Sakti,4,21
03-09-2025,Chhattisgarh,Sarangarh-Bilaigarh,0,15
03-09-2025,Chhattisgarh,Sukma,51,77
03-09-2025,Chhattisgarh,Surajpur,66,125
03-09-2025,Chhattisgarh,Surguja,75,164
03-09-2025,Chhattisgarh,Uttar Bastar Kanker,17,136
03-09-2025,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1,5
03-09-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,101,115
03-09-2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,6,3
03-09-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,0,1
03-09-2025,Dadra and Nagar Haveli and Daman and Diu,Diu,0,1
03-09-2025,Daman & Diu,Daman,3,5
03-09-2025,Daman & Diu,Diu,0,4
03-09-2025,Daman and Diu,Daman,12,5
03-09-2025,Daman and Diu,Diu,6,2
03-09-2025,Delhi,Central Delhi,80,111
03-09-2025,Delhi,East Delhi,275,246
03-09-2025,Delhi,Najafgarh,1,4
03-09-2025,Delhi,New Delhi,6,8
03-09-2025,Delhi,North Delhi,105,132
03-09-2025,Delhi,North East,10,116
03-09-2025,Delhi,North East Delhi,288,212
03-09-2025,Delhi,North West Delhi,525,696
03-09-2025,Delhi,Shahdara,10,14
03-09-2025,Delhi,South Delhi,272,375
03-09-2025,Delhi,South West Delhi,254,251
03-09-2025,Delhi,West Delhi,295,395
03-09-2025,Goa,Bardez,0,2
03-09-2025,Goa,North Goa,44,88
03-09-2025,Goa,South Goa,43,59
03-09-2025,Gujarat,Ahmadabad,6,138
03-09-2025,Gujarat,Ahmedabad,694,1153
03-09-2025,Gujarat,Amreli,133,174
03-09-2025,Gujarat,Anand,174,294
03-09-2025,Gujarat,Arvalli,83,59
03-09-2025,Gujarat,Banas Kantha,0,6
03-09-2025,Gujarat,Banaskantha,415,440
03-09-2025,Gujarat,Bharuch,144,200
03-09-2025,Gujarat,Bhavnagar,279,362
03-09-2025,Gujarat,Botad,29,22
03-09-2025,Gujarat,Chhotaudepur,100,74
03-09-2025,Gujarat,Dahod,365,371
03-09-2025,Gujarat,Devbhumi Dwarka,77,36
03-09-2025,Gujarat,Dohad,10,73
03-09-2025,Gujarat,Gandhinagar,130,153
03-09-2025,Gujarat,Gir Somnath,61,63
03-09-2025,Gujarat,Jamnagar,166,171
03-09-2025,Gujarat,Junagadh,139,361
03-09-2025,Gujarat,Kachchh,209,215
03-09-2025,Gujarat,Kheda,218,389
03-09-2025,Gujarat,Mahesana,177,234
03-09-2025,Gujarat,Mahisagar,104,85
03-09-2025,Gujarat,Morbi,89,54
03-09-2025,Gujarat,Narmada,62,136
03-09-2025,Gujarat,Navsari,134,115
03-09-2025,Gujarat,Panch Mahals,1,5
03-09-2025,Gujarat,Panchmahals,233,410
03-09-2025,Gujarat,Patan,130,215
03-09-2025,Gujarat,Porbandar,36,69
03-09-2025,Gujarat,Rajkot,388,435
03-09-2025,Gujarat,Sabar Kantha,1,12
03-09-2025,Gujarat,Sabarkantha,184,317
03-09-2025,Gujarat,Surat,519,706
03-09-2025,Gujarat,Surendra Nagar,170,306
03-09-2025,Gujarat,Surendranagar,2,8
03-09-2025,Gujarat,Tapi,64,101
03-09-2025,Gujarat,The Dangs,77,102
03-09-2025,Gujarat,Vadodara,288,616
03-09-2025,Gujarat,Valsad,245,269
03-09-2025,Haryana,Ambala,14,36
03-09-2025,Haryana,Bhiwani,199,249
03-09-2025,Haryana,Charkhi Dadri,15,30
03-09-2025,Haryana,Faridabad,232,219
03-09-2025,Haryana,Fatehabad,136,120
03-09-2025,Haryana,Gurgaon,124,136
03-09-2025,Haryana,Hisar,200,215
03-09-2025,Haryana,Jhajjar,216,130
03-09-2025,Haryana,Jind,190,250
03-09-2025,Haryana,Kaithal,181,150
03-09-2025,Haryana,Karnal,157,250
03-09-2025,Haryana,Kurukshetra,140,151
03-09-2025,Haryana,Mahendragarh,143,119
03-09-2025,Haryana,Mewat,740,309
03-09-2025,Haryana,Palwal,162,158
03-09-2025,Haryana,Panchkula,34,18
03-09-2025,Haryana,Panipat,144,201
03-09-2025,Haryana,Rewari,127,109
03-09-2025,Haryana,Rohtak,126,208
03-09-2025,Haryana,Sirsa,218,233
03-09-2025,Haryana,Sonipat,187,170
03-09-2025,Haryana,Yamuna Nagar,141,171
03-09-2025,Haryana,Yamunanagar,1,4
03-09-2025,Himachal Pradesh,Bilaspur,16,22
03-09-2025,Himachal Pradesh,Chamba,6,16
03-09-2025,Himachal Pradesh,Hamirpur,44,65
03-09-2025,Himachal Pradesh,Kangra,114,184
03-09-2025,Himachal Pradesh,Kinnaur,4,5
03-09-2025,Himachal Pradesh,Kullu,0,11
03-09-2025,Himachal Pradesh,Mandi,58,95
03-09-2025,Himachal Pradesh,Shimla,6,18
03-09-2025,Himachal Pradesh,Sirmaur,41,52
03-09-2025,Himachal Pradesh,Solan,10,19
03-09-2025,Himachal Pradesh,Una,28,88
03-09-2025,Jammu & Kashmir,Baramula,0,1
03-09-2025,Jammu & Kashmir,Jammu,1,3
03-09-2025,Jammu and Kashmir,Anantnag,14,8
03-09-2025,Jammu and Kashmir,Badgam,14,26
03-09-2025,Jammu and Kashmir,Bandipore,84,43
03-09-2025,Jammu and Kashmir,Baramula,149,140
03-09-2025,Jammu and Kashmir,Budgam,58,12
03-09-2025,Jammu and Kashmir,Doda,1,8
03-09-2025,Jammu and Kashmir,Ganderbal,32,18
03-09-2025,Jammu and Kashmir,Jammu,15,46
03-09-2025,Jammu and Kashmir,Kargil,1,1
03-09-2025,Jammu and Kashmir,Kathua,20,18
03-09-2025,Jammu and Kashmir,Kishtwar,3,2
03-09-2025,Jammu and Kashmir,Kulgam,5,2
03-09-2025,Jammu and Kashmir,Kupwara,127,119
03-09-2025,Jammu and Kashmir,Leh,1,3
03-09-2025,Jammu and Kashmir,Pulwama,3,8
03-09-2025,Jammu and Kashmir,Punch,42,58
03-09-2025,Jammu and Kashmir,Rajouri,30,31
03-09-2025,Jammu and Kashmir,Ramban,4,1
03-09-2025,Jammu and Kashmir,Reasi,4,3
03-09-2025,Jammu and Kashmir,Samba,2,2
03-09-2025,Jammu and Kashmir,Shupiyan,3,1
03-09-2025,Jammu and Kashmir,Srinagar,103,110
03-09-2025,Jammu and Kashmir,Udhampur,7,5
03-09-2025,Jharkhand,Bokaro,40,61
03-09-2025,Jharkhand,Chatra,20,37
03-09-2025,Jharkhand,Deoghar,24,47
03-09-2025,Jharkhand,Dhanbad,88,213
03-09-2025,Jharkhand,Dumka,45,82
03-09-2025,Jharkhand,East Singhbhum,66,136
03-09-2025,Jharkhand,Garhwa,70,72
03-09-2025,Jharkhand,Garhwa *,1,14
03-09-2025,Jharkhand,Giridih,95,83
03-09-2025,Jharkhand,Godda,18,40
03-09-2025,Jharkhand,Gumla,34,42
03-09-2025,Jharkhand,Hazaribag,2,7
03-09-2025,Jharkhand,Hazaribagh,29,32
03-09-2025,Jharkhand,Jamtara,41,48
03-09-2025,Jharkhand,Khunti,12,24
03-09-2025,Jharkhand,Kodarma,2,2
03-09-2025,Jharkhand,Koderma,41,28
03-09-2025,Jharkhand,Latehar,14,14
03-09-2025,Jharkhand,Lohardaga,6,16
03-09-2025,Jharkhand,Pakaur,0,3
03-09-2025,Jharkhand,Pakur,19,23
03-09-2025,Jharkhand,Palamau,1,1
03-09-2025,Jharkhand,Palamu,37,56
03-09-2025,Jharkhand,Pashchimi Singhbhum,2,7
03-09-2025,Jharkhand,Purbi Singhbhum,6,46
03-09-2025,Jharkhand,Ramgarh,19,24
03-09-2025,Jharkhand,Ranchi,119,146
03-09-2025,Jharkhand,Sahebganj,28,38
03-09-2025,Jharkhand,Sahibganj,0,3
03-09-2025,Jharkhand,Seraikela-Kharsawan,13,43
03-09-2025,Jharkhand,Seraikela-kharsawan,3,4
03-09-2025,Jharkhand,Simdega,28,42
03-09-2025,Jharkhand,West Singhbhum,53,72
03-09-2025,Karnataka,Bagalkot,187,188
03-09-2025,Karnataka,Bagalkot *,4,14
03-09-2025,Karnataka,Ballari,130,54
03-09-2025,Karnataka,Bangalore,141,693
03-09-2025,Karnataka,Bangalore Rural,61,114
03-09-2025,Karnataka,Belagavi,242,125
03-09-2025,Karnataka,Belgaum,188,307
03-09-2025,Karnataka,Bellary,142,214
03-09-2025,Karnataka,Bengaluru,354,568
03-09-2025,Karnataka,Bengaluru Rural,2,0
03-09-2025,Karnataka,Bengaluru South,0,1
03-09-2025,Karnataka,Bidar,224,202
03-09-2025,Karnataka,Bijapur,109,212
03-09-2025,Karnataka,Chamarajanagar,3,10
03-09-2025,Karnataka,Chamarajanagar *,0,1
03-09-2025,Karnataka,Chamrajanagar,142,85
03-09-2025,Karnataka,Chamrajnagar,8,26
03-09-2025,Karnataka,Chickmagalur,24,96
03-09-2025,Karnataka,Chikkaballapur,81,89
03-09-2025,Karnataka,Chikkamagaluru,36,33
03-09-2025,Karnataka,Chikmagalur,1,10
03-09-2025,Karnataka,Chitradurga,131,165
03-09-2025,Karnataka,Dakshina Kannada,117,176
03-09-2025,Karnataka,Davanagere,6,79
03-09-2025,Karnataka,Davangere,165,318
03-09-2025,Karnataka,Dharwad,140,217
03-09-2025,Karnataka,Gadag,70,62
03-09-2025,Karnataka,Gadag *,2,4
03-09-2025,Karnataka,Gulbarga,83,229
03-09-2025,Karnataka,Hasan,8,42
03-09-2025,Karnataka,Hassan,79,101
03-09-2025,Karnataka,Haveri,160,164
03-09-2025,Karnataka,Haveri *,0,2
03-09-2025,Karnataka,Kalaburagi,216,121
03-09-2025,Karnataka,Kodagu,6,13
03-09-2025,Karnataka,Kolar,128,159
03-09-2025,Karnataka,Koppal,176,177
03-09-2025,Karnataka,Mandya,88,156
03-09-2025,Karnataka,Mysore,76,188
03-09-2025,Karnataka,Mysuru,112,100
03-09-2025,Karnataka,Raichur,274,237
03-09-2025,Karnataka,Ramanagar,90,119
03-09-2025,Karnataka,Shimoga,34,134
03-09-2025,Karnataka,Shivamogga,116,66
03-09-2025,Karnataka,Tumakuru,106,78
03-09-2025,Karnataka,Tumkur,68,213
03-09-2025,Karnataka,Udupi,74,72
03-09-2025,Karnataka,Udupi *,1,0
03-09-2025,Karnataka,Uttara Kannada,82,108
03-09-2025,Karnataka,Vijayanagara,22,97
03-09-2025,Karnataka,Vijayapura,204,117
03-09-2025,Karnataka,Yadgir,125,135
03-09-2025,Karnataka,yadgir,3,21
03-09-2025,Kerala,Alappuzha,135,150
03-09-2025,Kerala,Ernakulam,338,329
03-09-2025,Kerala,Idukki,117,115
03-09-2025,Kerala,Kannur,334,477
03-09-2025,Kerala,Kasaragod,168,139
03-09-2025,Kerala,Kasargod,2,15
03-09-2025,Kerala,Kollam,186,221
03-09-2025,Kerala,Kottayam,234,211
03-09-2025,Kerala,Kozhikode,412,392
03-09-2025,Kerala,Malappuram,648,499
03-09-2025,Kerala,Palakkad,339,306
03-09-2025,Kerala,Pathanamthitta,93,124
03-09-2025,Kerala,Thiruvananthapuram,207,269
03-09-2025,Kerala,Thrissur,341,533
03-09-2025,Kerala,Wayanad,59,340
03-09-2025,Ladakh,Kargil,0,2
03-09-2025,Ladakh,Leh,1,0
03-09-2025,Lakshadweep,Lakshadweep,3,8
03-09-2025,Madhya Pradesh,Agar Malwa,15,66
03-09-2025,Madhya Pradesh,Alirajpur,267,208
03-09-2025,Madhya Pradesh,Anuppur,72,143
03-09-2025,Madhya Pradesh,Ashok Nagar,112,104
